time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-05-17T17:05:05.129Z,35.13833333,-95.358,6.46,1.24,ml,41,184,0.1106782811,0.26,ok,ok2021jpug,2021-05-18T22:07:01.621Z,"2 km NE of Quinton, Oklahoma",earthquake,,0.7,0.4,4,reviewed,ok,ok
2021-05-17T17:03:42.044Z,61.6203,-146.6763,23.9,1.1,ml,,,,0.76,ak,ak0216aurnbw,2021-05-17T17:14:40.058Z,"41 km S of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-17T17:01:06.480Z,19.193000793457,-155.486999511719,32.25,2.4,ml,55,73,,0.100000001,hv,hv72472397,2021-05-17T17:06:38.030Z,"1 km SW of Pāhala, Hawaii",earthquake,0.39,0.529999971,3.23,28,automatic,hv,hv
2021-05-17T16:42:12.187Z,63.7059,-146.898,0,1.4,ml,,,,0.52,ak,ak0216aueicy,2021-05-17T17:02:08.318Z,"68 km WSW of Delta Junction, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-17T16:39:58.076Z,61.7779,-149.4542,31.1,1.8,ml,,,,0.54,ak,ak0216audyqb,2021-05-17T16:45:56.160Z,"12 km WNW of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-17T16:34:58.800Z,39.405,-120.2771667,-2.15,2.41,md,14,57,0.03436,0.2,nc,nc73563785,2021-05-19T14:55:39.805Z,"12km NW of Truckee, CA",earthquake,0.4,1.51,0.128,25,reviewed,nc,nc
2021-05-17T16:33:37.675Z,62.9059,-148.7544,72.4,1.1,ml,,,,0.48,ak,ak0216auclot,2021-05-18T00:03:07.395Z,"55 km S of Cantwell, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-05-17T16:31:36.070Z,36.17266667,-95.858,0,1.4,ml,32,179,0.2672475569,0.31,ok,ok2021jptd,2021-05-18T19:20:21.229Z,"10 km W of Catoosa, Oklahoma",quarry blast,,0.8,0.26,5,reviewed,ok,ok
2021-05-17T16:28:39.782Z,61.0098,-151.0192,32.9,2.7,ml,,,,0.56,ak,ak0216aubkf1,2021-05-17T17:19:00.040Z,"9 km SE of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-17T16:27:01.393Z,60.0693,-139.458,6.7,1.3,ml,,,,0.61,ak,ak0216aub9rt,2021-05-17T16:31:13.254Z,"60 km NNE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-17T16:24:53.060Z,38.8358345,-122.8079987,1.93,0.85,md,10,106,0.01253,0.02,nc,nc73563780,2021-05-17T17:01:12.307Z,"8km WNW of Cobb, CA",earthquake,0.37,1.22,,1,automatic,nc,nc
2021-05-17T16:16:27.940Z,32.708,-116.3358333,19.36,0.75,ml,14,98,0.06205,0.1,ci,ci39656063,2021-05-18T20:52:17.107Z,"17km NE of Campo, CA",earthquake,0.33,0.5,0.071,5,reviewed,ci,ci
2021-05-17T16:13:00.800Z,35.911,-117.682,4.07,1.16,ml,23,51,0.04488,0.1,ci,ci39656047,2021-05-18T20:40:40.931Z,"20km E of Little Lake, CA",earthquake,0.14,0.32,0.188,13,reviewed,ci,ci
2021-05-17T16:08:00.760Z,44.778,-111.1178333,8.84,0.05,md,6,138,0.01988,0.2,uu,uu60436247,2021-05-17T17:12:10.340Z,"5 km E of Hebgen Lake Estates, Montana",earthquake,1.1,1.72,0.156,3,reviewed,uu,uu
2021-05-17T16:02:42.810Z,33.4948333,-116.5365,10.38,0.52,ml,24,52,0.0549,0.13,ci,ci39656023,2021-05-18T19:59:46.011Z,"14km ESE of Anza, CA",earthquake,0.2,0.38,0.086,15,reviewed,ci,ci
2021-05-17T15:59:46.810Z,38.8219986,-122.7653351,1.98,0.21,md,7,118,0.009185,0.01,nc,nc73563775,2021-05-17T16:17:15.063Z,"4km W of Cobb, CA",earthquake,0.59,1.43,0.16,2,automatic,nc,nc
2021-05-17T15:58:39.830Z,40.3106651,-124.4243317,15.35,2.16,md,8,266,0.06634,0.04,nc,nc73563770,2021-05-17T18:47:39.475Z,"12km W of Petrolia, CA",earthquake,1.91,1.07,0.11,8,automatic,nc,nc
2021-05-17T15:56:38.810Z,34.0563333,-117.2481667,15.17,0.85,ml,21,128,0.06766,0.12,ci,ci39656015,2021-05-18T19:56:27.480Z,"2km NE of Loma Linda, CA",earthquake,0.26,0.47,0.117,12,reviewed,ci,ci
2021-05-17T15:53:03.340Z,39.4196667,-110.3186667,-0.64,0.92,md,5,193,0.006666,0.21,uu,uu60436242,2021-05-17T17:19:23.730Z,"15 km SSE of Sunnyside, Utah",earthquake,3.14,0.56,0.235,4,reviewed,uu,uu
2021-05-17T15:49:04.138Z,32.7371,139.0266,216.86,4.1,mb,,117,0.761,0.6,us,us7000e3ug,2021-05-17T16:33:45.040Z,"215 km S of Shimoda, Japan",earthquake,8.3,6.8,0.109,23,reviewed,us,us
2021-05-17T15:45:01.643Z,59.8525,-151.1253,66.1,1.1,ml,,,,0.38,ak,ak0216attp1s,2021-05-17T15:49:18.474Z,"9 km W of Fox River, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-17T15:41:15.710Z,33.6698333,-116.7321667,14.16,0.79,ml,26,71,0.04387,0.09,ci,ci39655999,2021-05-20T00:48:52.196Z,"8km S of Idyllwild, CA",earthquake,0.18,0.35,0.173,17,reviewed,ci,ci
2021-05-17T15:41:11.630Z,33.6673333,-116.7285,14.44,0.44,ml,12,98,0.04532,0.05,ci,ci39655991,2021-05-18T19:52:27.572Z,"8km S of Idyllwild, CA",earthquake,0.26,0.42,0.116,4,reviewed,ci,ci
2021-05-17T15:38:24.330Z,33.9721667,-116.8635,19.39,1.21,ml,36,47,0.07804,0.1,ci,ci39655983,2021-05-18T18:31:31.039Z,"5km NNE of Banning, CA",earthquake,0.13,0.3,0.193,26,reviewed,ci,ci
2021-05-17T15:36:38.384Z,29.0069,142.6094,10,4.7,mb,,137,1.94,0.44,us,us7000e3ub,2021-05-17T16:44:01.040Z,"Izu Islands, Japan region",earthquake,8.8,1.9,0.076,56,reviewed,us,us
2021-05-17T15:31:11.099Z,60.496,-147.6598,13.3,2.6,ml,,,,0.63,ak,ak0216atqpup,2021-05-17T16:39:00.040Z,"51 km NNE of Chenega, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T15:25:55.990Z,62.6559,-151.8278,5.1,0.9,ml,,,,0.87,ak,ak0216atpixf,2021-05-17T15:31:23.778Z,"57 km WNW of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T15:23:00.639Z,63.0631,-150.9813,122.6,1.7,ml,,,,0.35,ak,ak0216atozfu,2021-05-17T15:33:04.508Z,"64 km N of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-17T15:19:35.716Z,64.8215,-149.0328,22.2,0.8,ml,,,,1.17,ak,ak0216ato73p,2021-05-17T15:23:40.832Z,"24 km N of Four Mile Road, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-17T15:13:56.150Z,63.1163,-150.4346,105,1.6,ml,,,,0.47,ak,ak0216atmycw,2021-05-17T15:20:19.561Z,"71 km NNE of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-17T15:08:56.001Z,14.4611,-91.4767,97.95,4.2,mb,,161,0.22,0.96,us,us7000e3u0,2021-05-17T16:07:12.040Z,"2 km SSE of Santo Domingo Suchitepéquez, Guatemala",earthquake,8.8,5.3,0.079,44,reviewed,us,us
2021-05-17T15:08:23.420Z,38.7678337,-122.7340012,-0.2,1.07,md,11,96,0.009481,0.1,nc,nc73563765,2021-05-17T15:40:13.321Z,"2km ESE of The Geysers, CA",earthquake,0.31,0.6,0.17,2,automatic,nc,nc
2021-05-17T15:04:24.380Z,38.8388329,-122.8089981,1.91,0.73,md,16,67,0.01457,0.02,nc,nc73563760,2021-05-17T15:30:12.782Z,"8km WNW of Cobb, CA",earthquake,0.25,0.65,0.1,2,automatic,nc,nc
2021-05-17T14:55:31.661Z,60.2121,-153.1989,139.7,1.9,ml,,,,0.59,ak,ak0216atagux,2021-05-17T15:08:37.439Z,"61 km E of Port Alsworth, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-17T14:42:43.030Z,51.7318333333333,-179.067333333333,8.89,2.48,ml,12,283,,0.15,av,av91245946,2021-05-19T19:39:31.140Z,"168 km W of Adak, Alaska",earthquake,0.81,0.34,0.226932046268768,16,reviewed,av,av
2021-05-17T14:34:41.170Z,36.8545,-99.31633333,7.38,1.96,ml,59,104,0.08368357843,0.27,ok,ok2021jpph,2021-05-17T16:09:28.194Z,"20 km WNW of Freedom, Oklahoma",earthquake,,0.9,0.19,20,reviewed,ok,ok
2021-05-17T14:25:38.687Z,57.8398,-151.0019,24.7,1.7,ml,,,,0.23,ak,ak0216at420l,2021-05-17T14:41:03.347Z,"80 km ENE of Chiniak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-17T14:22:33.692Z,60.4782,-150.7747,35.8,1.8,ml,,,,0.71,ak,ak0216at3eha,2021-05-17T14:29:31.581Z,"2 km SSW of Funny River, Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-05-17T14:21:27.830Z,44.3275,-115.0541667,7.51,2.02,ml,10,91,0.134,0.25,mb,mb80502424,2021-05-19T20:41:16.390Z,"15 km NW of Stanley, Idaho",earthquake,0.54,1.38,0.184,13,reviewed,mb,mb
2021-05-17T14:19:29.880Z,33.9538333,-116.7145,7.05,0.68,ml,25,76,0.07033,0.09,ci,ci39655911,2021-05-18T18:25:25.992Z,"8km ENE of Cabazon, CA",earthquake,0.17,0.63,0.117,12,reviewed,ci,ci
2021-05-17T14:15:38.665Z,57.8322,-155.4568,76.5,1.1,ml,,,,1.08,ak,ak0216at1wui,2021-05-17T14:18:19.341Z,"66 km WNW of Karluk, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-05-17T14:14:56.501Z,63.1051,-151.5401,0,1.6,ml,,,,1.03,ak,ak0216at1qiq,2021-05-17T14:27:21.015Z,"Central Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-17T14:12:53.580Z,19.1806659698486,-155.457992553711,35.4900016784668,1.83000004,md,36,124,,0.140000001,hv,hv72472207,2021-05-17T14:16:16.170Z,"3 km SE of Pāhala, Hawaii",earthquake,0.74,0.970000029,1.03999996,3,automatic,hv,hv
2021-05-17T14:11:08.560Z,35.6763333,-117.4806667,6.66,1.98,ml,42,104,0.09089,0.11,ci,ci39655903,2021-05-18T18:22:18.510Z,"12km SW of Searles Valley, CA",earthquake,0.12,0.43,0.151,23,reviewed,ci,ci
2021-05-17T14:05:12.641Z,61.2426,-150.7179,31.2,2,ml,,,,0.51,ak,ak0216aszpo1,2021-05-17T14:11:38.238Z,"22 km ENE of Beluga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-17T14:04:59.983Z,31.67763258,-104.4148488,6.774267578,2,ml,19,54,0.07380409121,0.3,tx,tx2021jpoi,2021-05-18T17:33:19.741Z,"55 km S of Whites City, New Mexico",earthquake,1.360615173,1.842336422,0,11,reviewed,tx,tx
2021-05-17T14:03:59.613Z,-21.1556,-68.7857,122.63,4.1,mb,,99,0.664,0.47,us,us7000e3sf,2021-05-17T14:28:58.040Z,"144 km N of Calama, Chile",earthquake,3.4,9,0.521,2,reviewed,us,us
2021-05-17T13:59:19.973Z,61.3191,-150.5601,23.4,1.1,ml,,,,0.82,ak,ak0216aspvb1,2021-05-17T14:02:36.718Z,"25 km S of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-17T13:41:42.068Z,38.1727,-117.9026,7.6,0.8,ml,9,113.93,0.027,0.0516,nn,nn00807429,2021-05-17T14:12:37.175Z,"30 km SE of Mina, Nevada",earthquake,,0.7,0.47,5,automatic,nn,nn
2021-05-17T13:38:41.930Z,44.3836667,-115.2145,12.23,1.7,ml,8,129,0.248,0.17,mb,mb80502419,2021-05-19T20:32:05.320Z,"28 km NW of Stanley, Idaho",earthquake,0.47,0.85,0.212,11,reviewed,mb,mb
2021-05-17T13:34:35.557Z,38.1872,-117.8711,4.5,0.9,ml,9,119.36,0.025,0.1052,nn,nn00807427,2021-05-17T13:43:37.202Z,"30 km SE of Mina, Nevada",earthquake,,0.8,0.44,5,automatic,nn,nn
2021-05-17T13:26:50.666Z,58.3375,-154.6747,2.8,0.7,ml,,,,0.32,ak,ak0216asiul5,2021-05-20T01:38:13.980Z,"86 km N of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-05-17T13:24:38.432Z,60.5437,-148.4668,11.5,1.4,ml,,,,0.77,ak,ak0216asieoa,2021-05-17T13:28:42.665Z,"28 km SSE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-17T13:17:48.730Z,20.0348333333333,-155.398833333333,12.55,1.88,md,50,178,,0.12,hv,hv72472132,2021-05-17T19:18:42.040Z,"3 km W of Pa‘auilo, Hawaii",earthquake,0.61,0.34,0.062785838966634,22,reviewed,hv,hv
2021-05-17T13:06:42.679Z,35.11466667,-95.38733333,7.78,1.43,ml,38,132,0.1097784577,0.22,ok,ok2021jpmj,2021-05-18T14:12:31.474Z,"1 km WSW of Quinton, Oklahoma",earthquake,,0.5,0.21,10,reviewed,ok,ok
2021-05-17T13:04:38.040Z,38.8214989,-122.8221664,1.97,0.85,md,8,79,0.009634,0.01,nc,nc73563715,2021-05-17T13:32:13.075Z,"8km NW of The Geysers, CA",earthquake,0.42,1.08,,1,automatic,nc,nc
2021-05-17T13:03:17.660Z,38.8126678,-122.8083344,2.46,0.84,md,13,88,0.0108,0.05,nc,nc73563710,2021-05-17T15:40:12.839Z,"6km NW of The Geysers, CA",earthquake,0.38,0.93,,1,automatic,nc,nc
2021-05-17T13:00:53.699Z,31.70578804,-104.4646504,6.157275391,1.7,ml,15,52,0.04832796236,0.3,tx,tx2021jpme,2021-05-18T19:21:56.261Z,"52 km S of Whites City, New Mexico",earthquake,1.199536814,1.224991402,0.1,7,reviewed,tx,tx
2021-05-17T12:55:45.259Z,39.4708,-120.3065,7.3,1,ml,9,168.92,0.12,0.0956,nn,nn00807425,2021-05-17T13:36:37.452Z,"14 km SSE of Sierraville, California",earthquake,,2.9,0.46,5,automatic,nn,nn
2021-05-17T12:49:41.058Z,51.6376,-178.507,5.1,1.5,ml,,,,0.61,ak,ak0216as2c7s,2021-05-19T19:13:28.430Z,"131 km WSW of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-05-17T12:47:30.670Z,19.3918342590332,-155.468673706055,6.96999979019165,1.72,ml,41,66,,0.170000002,hv,hv72472102,2021-05-17T12:53:01.940Z,"20 km N of Pāhala, Hawaii",earthquake,0.42,0.660000026,1.03,3,automatic,hv,hv
2021-05-17T12:41:20.820Z,19.1865005493164,-155.457672119141,9.94999980926514,1.88,md,24,122,,0.340000004,hv,hv72472092,2021-05-17T12:42:58.130Z,"2 km SE of Pāhala, Hawaii",earthquake,1.37,1.54999995,1.11000001,12,automatic,hv,hv
2021-05-17T12:41:14.520Z,19.2181663513184,-155.448501586914,36.4599990844727,2.22,ml,53,115,,0.119999997,hv,hv72472097,2021-05-18T07:10:02.040Z,"3 km ENE of Pāhala, Hawaii",earthquake,0.45,0.74000001,2.51,13,automatic,hv,hv
2021-05-17T12:39:55.810Z,44.6966667,-111.0378333,11.27,0.56,md,9,89,0.05902,0.18,uu,uu60436237,2021-05-17T14:50:23.610Z,"6 km NE of West Yellowstone, Montana",earthquake,0.64,1.06,0.394,4,reviewed,uu,uu
2021-05-17T12:37:10.170Z,38.5961667,-112.604,1.99,0.9,ml,5,180,0.1236,0.04,uu,uu60436232,2021-05-17T13:49:17.050Z,"26 km SSW of Kanosh, Utah",earthquake,1.35,5.29,0.097,3,reviewed,uu,uu
2021-05-17T12:36:47.220Z,33.6896667,-116.7268333,15.51,0.34,ml,20,111,0.0239,0.08,ci,ci39655791,2021-05-20T00:23:45.354Z,"6km S of Idyllwild, CA",earthquake,0.21,0.29,0.113,10,reviewed,ci,ci
2021-05-17T12:34:20.800Z,40.6908333,-111.5603333,7.28,0.43,md,11,89,0.09754,0.09,uu,uu60436227,2021-05-17T13:45:08.350Z,"1 km WSW of Snyderville, Utah",earthquake,0.48,1.55,0.265,8,reviewed,uu,uu
2021-05-17T12:31:04.250Z,19.2253333333333,-155.425333333333,34.99,1.76,md,51,130,,0.12,hv,hv72472077,2021-05-17T17:57:51.540Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.51,0.65,0.0480924037802457,23,reviewed,hv,hv
2021-05-17T12:25:31.300Z,38.8283348,-122.8016663,1.22,0.85,md,8,112,0.008213,0.02,nc,nc73563700,2021-05-17T12:42:13.818Z,"7km W of Cobb, CA",earthquake,0.41,0.77,,1,automatic,nc,nc
2021-05-17T12:21:56.689Z,0.1234,96.6087,10,4.8,mb,,194,1.519,0.8,us,us7000e3s5,2021-05-17T13:16:48.040Z,"261 km S of Sinabang, Indonesia",earthquake,9.6,1.9,0.119,22,reviewed,us,us
2021-05-17T12:21:54.961Z,59.8893,-151.2895,49.5,0.9,ml,,,,0.06,ak,ak0216arwd6w,2021-05-17T12:26:45.613Z,"17 km N of Fritz Creek, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-05-17T12:20:14.795Z,65.5506,-144.7448,12.3,1.1,ml,,,,0.69,ak,ak0216arw2dj,2021-05-17T12:23:24.568Z,"3 km SE of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-17T12:17:14.432Z,61.4956,-146.3553,36.5,1.3,ml,,,,0.99,ak,ak0216arvf76,2021-05-17T12:26:45.444Z,"40 km N of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-17T12:12:56.550Z,19.2093334197998,-155.383499145508,31.0599994659424,2.14,ml,52,158,,0.129999995,hv,hv72472057,2021-05-17T12:18:27.760Z,"10 km E of Pāhala, Hawaii",earthquake,0.48,0.680000007,3.8,6,automatic,hv,hv
2021-05-17T12:11:49.724Z,37.1631,-117.3797,0.9,1.4,ml,19,155.81,0.167,0.3157,nn,nn00807422,2021-05-17T12:56:41.022Z,"61 km SSW of Goldfield, Nevada",earthquake,,7.1,0.24,12,automatic,nn,nn
2021-05-17T12:05:22.960Z,32.9883333,-115.5611667,11.47,0.6,ml,8,118,0.05275,0.27,ci,ci39655751,2021-05-17T21:49:04.130Z,"3km WNW of Brawley, CA",earthquake,0.77,1.46,,1,reviewed,ci,ci
2021-05-17T12:01:02.090Z,38.8008347,-122.7696686,3.64,0.75,md,16,91,0.007783,0.03,nc,nc73563695,2021-05-17T12:19:12.690Z,"3km NNW of The Geysers, CA",earthquake,0.39,0.76,0.1,2,automatic,nc,nc
2021-05-17T11:59:20.400Z,33.8721667,-117.6941667,8.05,1.14,ml,34,43,0.08231,0.18,ci,ci39655743,2021-05-17T13:36:01.375Z,"11km E of Yorba Linda, CA",earthquake,0.27,0.83,0.216,30,reviewed,ci,ci
2021-05-17T11:51:54.430Z,37.8935,-118.554,2.48,1.83,md,27,96,0.2034,0.05,nc,nc73563690,2021-05-18T03:29:15.150Z,"38km NNE of Toms Place, CA",earthquake,0.34,2.11,0.162,25,reviewed,nc,nc
2021-05-17T11:36:49.986Z,38.1874,-117.8695,5.7,1.4,ml,20,77.25,0.025,0.1274,nn,nn00807413,2021-05-17T11:52:59.715Z,"30 km SE of Mina, Nevada",earthquake,,0.4,0.29,13,automatic,nn,nn
2021-05-17T11:34:12.600Z,34.1021667,-117.6093333,11.63,1.56,ml,48,46,0.03018,0.18,ci,ci39655711,2021-05-17T13:36:23.530Z,"4km SW of Rancho Cucamonga, CA",earthquake,0.27,0.47,0.171,29,reviewed,ci,ci
2021-05-17T11:34:05.905Z,38.009,-118.4551,11.1,1.1,ml,12,119.24,0.245,0.3305,nn,nn00807410,2021-05-17T11:37:35.763Z,"21 km N of Benton, California",earthquake,,0.8,0.39,10,automatic,nn,nn
2021-05-17T11:33:14.470Z,36.8134995,-121.5335007,3.39,1.72,md,19,93,0.02461,0.14,nc,nc73563685,2021-05-17T14:48:13.509Z,"4km S of San Juan Bautista, CA",earthquake,0.34,0.69,0.15,17,automatic,nc,nc
2021-05-17T11:28:58.740Z,37.9051667,-118.5595,4.65,1.51,md,34,62,0.203,0.07,nc,nc73563680,2021-05-17T21:15:14.653Z,"40km NNE of Toms Place, CA",earthquake,0.27,3.84,0.219,25,reviewed,nc,nc
2021-05-17T11:23:18.093Z,61.4913,-146.4189,28.8,1.1,ml,,,,0.73,ak,ak0216arba69,2021-05-17T11:32:18.624Z,"40 km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-17T11:18:22.690Z,38.8413315,-122.8235016,1.69,0.86,md,13,92,0.009752,0.01,nc,nc73563675,2021-05-17T11:35:05.243Z,"9km WNW of Cobb, CA",earthquake,0.33,0.66,,1,automatic,nc,nc
2021-05-17T11:13:42.050Z,33.872,-117.6923333,8.46,1.54,ml,56,35,0.08124,0.18,ci,ci39655695,2021-05-17T13:37:24.400Z,"11km E of Yorba Linda, CA",earthquake,0.21,0.64,0.194,28,reviewed,ci,ci
2021-05-17T11:09:45.223Z,55.8581,-134.1327,4.3,1.9,ml,,,,0.72,ak,ak0216ar8c8q,2021-05-17T11:25:57.543Z,"31 km WSW of Edna Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-17T11:09:41.770Z,36.61733333,-98.35,5.12,1.21,ml,63,81,0.1583689226,0.22,ok,ok2021jpin,2021-05-18T14:21:51.840Z,"9 km SE of Lambert, Oklahoma",earthquake,,0.5,0.2,26,reviewed,ok,ok
2021-05-17T11:03:22.804Z,45.8119,-73.5159,11.2,3.3,mb_lg,,95,0.32,0.41,us,us7000e3rp,2021-05-19T04:29:50.608Z,"4 km SSW of L'Épiphanie, Canada",earthquake,1.1,6.8,0.061,69,reviewed,us,us
2021-05-17T11:01:32.028Z,24.3563,123.4689,10,4.8,mb,,106,0.431,0.81,us,us7000e3rn,2021-05-17T11:39:00.040Z,"49 km ESE of Yonakuni, Japan",earthquake,5.4,1.9,0.057,95,reviewed,us,us
2021-05-17T11:00:54.950Z,35.6943333,-117.4713333,4.02,1.21,ml,15,150,0.1079,0.19,ci,ci39655679,2021-05-17T13:36:51.360Z,"10km SW of Searles Valley, CA",earthquake,0.55,1.03,0.124,9,reviewed,ci,ci
2021-05-17T10:58:30.120Z,32.7533333,-115.8266667,9.01,2.02,ml,59,48,0.1275,0.26,ci,ci39655671,2021-05-18T18:14:11.430Z,"16km E of Ocotillo, CA",earthquake,0.24,0.68,0.187,24,reviewed,ci,ci
2021-05-17T10:58:25.110Z,36.6068333,-121.2155,8.3,1.75,md,39,66,0.04262,0.11,nc,nc73563665,2021-05-19T10:38:21.291Z,"11km NW of Pinnacles, CA",earthquake,0.25,0.41,0.264,37,reviewed,nc,nc
2021-05-17T10:58:21.560Z,38.7003326,-122.4066696,7.78,1.62,md,17,101,0.07039,0.06,nc,nc73563660,2021-05-17T13:57:14.203Z,"14km NNE of Angwin, CA",earthquake,0.28,0.72,0.04,9,automatic,nc,nc
2021-05-17T10:50:34.450Z,37.6395,-118.9191667,4.86,-0.14,md,9,93,0.01839,0.01,nc,nc73563655,2021-05-17T15:10:04.062Z,"5km E of Mammoth Lakes, CA",earthquake,0.7,1.76,0.174,8,reviewed,nc,nc
2021-05-17T10:42:43.910Z,35.2065,-120.8536667,7.36,1.2,md,17,188,0.06041,0.08,nc,nc73563650,2021-05-18T10:17:12.976Z,"12km WNW of Avila Beach, CA",earthquake,0.35,0.6,0.168,11,reviewed,nc,nc
2021-05-17T10:41:29.093Z,38.1357,-118.0442,2.6,1.8,ml,22,93.73,0.025,0.1526,nn,nn00807404,2021-05-18T00:06:23.035Z,"28 km SSE of Mina, Nevada",earthquake,,1,0.49,12,reviewed,nn,nn
2021-05-17T10:35:20.540Z,47.719,147.5571,381.11,4.3,mb,,105,3.349,0.68,us,us7000e3rf,2021-05-17T12:59:51.040Z,"278 km N of Kuril’sk, Russia",earthquake,10.3,6.7,0.031,302,reviewed,us,us
2021-05-17T10:35:07.830Z,17.953,-66.93,9,2.38,md,11,219,0.1874,0.1,pr,pr2021137004,2021-05-17T12:11:29.712Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.49,0.61,0.11,3,reviewed,pr,pr
2021-05-17T10:34:24.030Z,33.5841667,-116.7736667,15.16,0.32,ml,21,71,0.01241,0.14,ci,ci39655655,2021-05-20T00:20:17.254Z,"10km WNW of Anza, CA",earthquake,0.34,0.45,0.056,9,reviewed,ci,ci
2021-05-17T10:30:14.369Z,38.1735,-117.8796,9.6,0.7,ml,16,102.51,0.013,0.1098,nn,nn00807402,2021-05-17T23:53:52.502Z,"31 km SE of Mina, Nevada",earthquake,,0.8,0.26,8,reviewed,nn,nn
2021-05-17T10:25:23.320Z,38.8106651,-122.7949982,2.61,0.93,md,24,36,0.002704,0.02,nc,nc73563645,2021-05-17T10:43:36.967Z,"5km NW of The Geysers, CA",earthquake,0.21,0.42,0.09,5,automatic,nc,nc
2021-05-17T10:24:11.920Z,33.884,-116.8546667,14.03,1.22,ml,52,47,0.06578,0.13,ci,ci39655647,2021-05-18T17:42:52.230Z,"5km SSE of Banning, CA",earthquake,0.14,0.31,0.232,25,reviewed,ci,ci
2021-05-17T10:06:09.083Z,61.5071,-149.8815,32.8,1.2,ml,,,,0.67,ak,ak0216aqm6p5,2021-05-17T10:10:19.080Z,"4 km ESE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-17T10:04:53.916Z,38.1509,-118.0316,2.3,2,ml,25,82.98,0.019,0.1442,nn,nn00807399,2021-05-17T22:05:15.984Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,0.39,11,reviewed,nn,nn
2021-05-17T09:54:14.680Z,58.2858333333333,-154.9035,4.8,-0.59,ml,8,153,,0.19,av,av91027528,2021-05-20T01:20:34.060Z,"84 km NNW of Karluk, Alaska",earthquake,0.56,1.67,0.226422456622898,8,reviewed,av,av
2021-05-17T09:54:02.470Z,36.27516667,-97.24333333,6.77,2.08,ml,78,27,0,0.24,ok,ok2021jpga,2021-05-17T12:54:52.506Z,"4 km ESE of Perry, Oklahoma",earthquake,,0.4,0.24,34,reviewed,ok,ok
2021-05-17T09:34:30.055Z,38.182,-117.889,4.6,1,ml,15,107.63,0.024,0.1196,nn,nn00807397,2021-05-17T23:44:31.516Z,"30 km SE of Mina, Nevada",earthquake,,1.2,0.24,10,reviewed,nn,nn
2021-05-17T09:31:37.179Z,63.5075,-151.1789,4.3,1.2,ml,,,,0.85,ak,ak0216aq6689,2021-05-17T10:08:38.607Z,"27 km E of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-17T09:29:39.250Z,52.0406666666667,-176.068,8.06,0.27,ml,5,122,,0.18,av,av91245701,2021-05-19T18:47:09.060Z,"43 km ENE of Adak, Alaska",earthquake,0.79,1.21,0.23650456322559,5,reviewed,av,av
2021-05-17T09:27:46.122Z,59.8171,-153.4166,133.1,1.4,ml,,,,0.37,ak,ak0216aq5bzo,2021-05-17T09:31:04.174Z,"38 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T09:16:57.800Z,37.519,-118.8531667,0.15,1.12,md,22,185,0.07344,0.05,nc,nc73563630,2021-05-17T17:41:15.532Z,"16km WSW of Toms Place, CA",earthquake,0.41,31.61,0.098,16,reviewed,nc,nc
